"words: ('SUFFIX_d',), tags: ('NNP',)",480
"words: ('SUFFIX_id',), tags: ('NNP',)",24
"words: ('SUFFIX_vid',), tags: ('NNP',)",14
"words: ('SUFFIX_avid',), tags: ('NNP',)",14
"words: ('David',), tags: ('NNP',)",14
"words: ('to',), tags: ('TO', 'NNP')",124
"words: ('according', 'to'), tags: ('VBG', 'TO', 'NNP')",20
"words: (), tags: ('TO', 'NNP')",124
"words: (), tags: ('VBG', 'TO', 'NNP')",30
"words: ('PREFIX_Mi',), tags: ('NNP',)",185
"words: ('PREFIX_Mil',), tags: ('NNP',)",35
"words: ('PREFIX_Mill',), tags: ('NNP',)",12
"words: ('SUFFIX_ls',), tags: ('NNP',)",51
"words: ('SUFFIX_lls',), tags: ('NNP',)",36
"words: ('SUFFIX_ills',), tags: ('NNP',)",23
"words: ('Mills',), tags: ('NNP',)",9
"words: ('David',), tags: ('NNP', 'NNP')",14
"words: (), tags: ('TO', 'NNP', 'NNP')",62
"words: ('PREFIX_se',), tags: ('JJ',)",167
"words: ('PREFIX_sen',), tags: ('JJ',)",37
"words: ('PREFIX_seni',), tags: ('JJ',)",33
"words: ('SUFFIX_ior',), tags: ('JJ',)",38
"words: ('SUFFIX_nior',), tags: ('JJ',)",33
"words: ('senior',), tags: ('JJ',)",33
"words: (',', 'senior'), tags: (',', 'JJ')",5
"words: (',',), tags: (',', 'JJ')",214
"words: (), tags: (',', 'JJ')",214
"words: (), tags: ('NNP', ',', 'JJ')",48
"words: ('PREFIX_v',), tags: ('NN',)",221
"words: ('PREFIX_vi',), tags: ('NN',)",67
"words: ('PREFIX_vic',), tags: ('NN',)",42
"words: ('PREFIX_vice',), tags: ('NN',)",37
"words: ('SUFFIX_vice',), tags: ('NN',)",64
"words: ('vice',), tags: ('NN',)",37
"words: ('senior', 'vice'), tags: ('JJ', 'NN')",6
"words: ('senior',), tags: ('JJ', 'NN')",15
"words: (',', 'senior'), tags: (',', 'JJ', 'NN')",5
"words: (), tags: (',', 'JJ', 'NN')",75
"words: ('PREFIX_pre',), tags: ('NN',)",183
"words: ('PREFIX_pres',), tags: ('NN',)",152
"words: ('SUFFIX_dent',), tags: ('NN',)",126
"words: ('president',), tags: ('NN',)",114
"words: ('vice', 'president'), tags: ('NN', 'NN')",34
"words: ('vice',), tags: ('NN', 'NN')",36
"words: ('senior', 'vice', 'president'), tags: ('JJ', 'NN', 'NN')",5
"words: ('senior', 'vice'), tags: ('JJ', 'NN', 'NN')",5
"words: ('president', 'of'), tags: ('NN', 'IN')",35
"words: ('president',), tags: ('NN', 'IN')",48
"words: ('vice', 'president', 'of'), tags: ('NN', 'NN', 'IN')",9
"words: ('vice', 'president'), tags: ('NN', 'NN', 'IN')",20
"words: ('PREFIX_Bos',), tags: ('NNP',)",22
"words: ('PREFIX_Bost',), tags: ('NNP',)",20
"words: ('SUFFIX_ton',), tags: ('NNP',)",95
"words: ('SUFFIX_ston',), tags: ('NNP',)",26
"words: ('Boston',), tags: ('NNP',)",18
"words: ('president', 'of'), tags: ('NN', 'IN', 'NNP')",20
"words: ('PREFIX_Comp',), tags: ('NNP',)",28
"words: ('SUFFIX_ny',), tags: ('NNP',)",48
"words: ('SUFFIX_any',), tags: ('NNP',)",24
"words: ('SUFFIX_pany',), tags: ('NNP',)",4
"words: ('Boston',), tags: ('NNP', 'NNP')",7
"words: ('PREFIX_Ad',), tags: ('NNP',)",26
"words: ('PREFIX_Advi',), tags: ('NNP',)",5
"words: (), tags: ('NNP', 'NNP', '.')",292
"words: ('Starts_Capital',), tags: ('PRP',)",519
"words: ('PREFIX_H',), tags: ('PRP',)",103
"words: ('PREFIX_He',), tags: ('PRP',)",103
"words: ('SUFFIX_e',), tags: ('PRP',)",674
"words: ('SUFFIX_He',), tags: ('PRP',)",103
"words: ('He',), tags: ('PRP',)",103
"words: ('┻━┻', 'He'), tags: ('┻━┻', 'PRP')",102
"words: ('┻━┻',), tags: ('┻━┻', 'PRP')",300
"words: ('┻━┻', '┻━┻', 'He'), tags: ('┻━┻', '┻━┻', 'PRP')",102
"words: ('┻━┻', '┻━┻'), tags: ('┻━┻', '┻━┻', 'PRP')",300
"words: (), tags: ('┻━┻', 'PRP')",300
"words: (), tags: ('┻━┻', '┻━┻', 'PRP')",300
"words: ('He', 'said'), tags: ('PRP', 'VBD')",23
"words: ('He',), tags: ('PRP', 'VBD')",48
"words: ('┻━┻', 'He', 'said'), tags: ('┻━┻', 'PRP', 'VBD')",23
"words: ('┻━┻', 'He'), tags: ('┻━┻', 'PRP', 'VBD')",48
"words: (), tags: ('┻━┻', 'PRP', 'VBD')",100
"words: ('PREFIX_man',), tags: ('JJ',)",89
"words: ('PREFIX_many',), tags: ('JJ',)",82
"words: ('SUFFIX_ny',), tags: ('JJ',)",101
"words: ('SUFFIX_any',), tags: ('JJ',)",98
"words: ('SUFFIX_many',), tags: ('JJ',)",82
"words: ('many',), tags: ('JJ',)",82
"words: ('said',), tags: ('VBD', 'JJ')",27
"words: (), tags: ('PRP', 'VBD', 'JJ')",25
"words: ('PREFIX_po',), tags: ('NN',)",246
"words: ('PREFIX_por',), tags: ('NN',)",28
"words: ('PREFIX_port',), tags: ('NN',)",27
"words: ('SUFFIX_o',), tags: ('NN',)",98
"words: ('SUFFIX_io',), tags: ('NN',)",42
"words: ('SUFFIX_lio',), tags: ('NN',)",15
"words: ('SUFFIX_olio',), tags: ('NN',)",15
"words: ('portfolio',), tags: ('NN',)",14
"words: ('many',), tags: ('JJ', 'NN')",9
"words: (), tags: ('VBD', 'JJ', 'NN')",57
"words: ('PREFIX_man',), tags: ('NNS',)",32
"words: ('PREFIX_mana',), tags: ('NNS',)",17
"words: ('SUFFIX_gers',), tags: ('NNS',)",34
"words: ('managers',), tags: ('NNS',)",17
"words: ('PREFIX_yea',), tags: ('JJ',)",18
"words: ('PREFIX_year',), tags: ('JJ',)",18
"words: ('SUFFIX_nd',), tags: ('JJ',)",59
"words: ('SUFFIX_-end',), tags: ('JJ',)",7
"words: ('whose',), tags: ('WP$', 'JJ')",6
"words: (',', 'whose'), tags: (',', 'WP$', 'JJ')",5
"words: (), tags: ('WP$', 'JJ')",6
"words: (), tags: (',', 'WP$', 'JJ')",5
"words: ('PREFIX_bonu',), tags: ('NNS',)",3
"words: ('SUFFIX_uses',), tags: ('NNS',)",19
"words: (), tags: ('JJ', 'NNS', 'VBP')",147
"words: ('PREFIX_t',), tags: ('VBN',)",80
"words: ('PREFIX_tied',), tags: ('VBN',)",7
"words: ('SUFFIX_ied',), tags: ('VBN',)",45
"words: ('SUFFIX_tied',), tags: ('VBN',)",7
"words: ('tied', 'to'), tags: ('VBN', 'TO')",6
"words: ('tied',), tags: ('VBN', 'TO')",6
"words: (), tags: ('VBP', 'VBN', 'TO')",38
"words: ('to',), tags: ('TO', 'JJ')",86
"words: (), tags: ('TO', 'JJ')",86
"words: (), tags: ('VBN', 'TO', 'JJ')",10
"words: ('PREFIX_perf',), tags: ('NN',)",10
"words: ('performance',), tags: ('NN',)",9
"words: (), tags: ('TO', 'JJ', 'NN')",26
"words: (',', 'are'), tags: (',', 'VBP')",22
"words: (',',), tags: (',', 'VBP')",58
"words: (), tags: (',', 'VBP')",58
"words: (), tags: ('NN', ',', 'VBP')",16
"words: ('PREFIX_sel',), tags: ('VBG',)",25
"words: ('PREFIX_sell',), tags: ('VBG',)",25
"words: ('SUFFIX_ling',), tags: ('VBG',)",126
"words: ('selling',), tags: ('VBG',)",25
"words: (',', 'are'), tags: (',', 'VBP', 'VBG')",6
"words: (), tags: (',', 'VBP', 'VBG')",6
"words: (), tags: ('VBG', 'RB')",82
"words: (), tags: ('VBP', 'VBG', 'RB')",11
"words: (), tags: ('RB', 'RB')",299
"words: (), tags: ('VBG', 'RB', 'RB')",8
"words: (), tags: ('RB', 'RB', 'IN')",84
"words: ('PREFIX_ris',), tags: ('VB',)",11
"words: ('SUFFIX_k',), tags: ('VB',)",105
"words: (), tags: ('IN', 'VB')",5
"words: (), tags: ('RB', 'IN', 'VB')",3
"words: ('PREFIX_see',), tags: ('VBG',)",29
"words: ('PREFIX_seei',), tags: ('VBG',)",2
"words: (), tags: ('VBG', 'PRP$')",58
"words: (), tags: ('VB', 'VBG', 'PRP$')",3
"words: ('PREFIX_g',), tags: ('NNS',)",145
"words: ('PREFIX_ga',), tags: ('NNS',)",24
"words: ('PREFIX_gai',), tags: ('NNS',)",14
"words: ('PREFIX_gain',), tags: ('NNS',)",14
"words: ('SUFFIX_ins',), tags: ('NNS',)",42
"words: ('SUFFIX_ains',), tags: ('NNS',)",22
"words: ('gains',), tags: ('NNS',)",12
"words: ('their',), tags: ('PRP$', 'NNS')",79
"words: (), tags: ('PRP$', 'NNS')",210
"words: (), tags: ('VBG', 'PRP$', 'NNS')",20
"words: ('SUFFIX_de',), tags: ('VB',)",68
"words: ('PREFIX_furt',), tags: ('RBR',)",8
"words: ('SUFFIX_her',), tags: ('RBR',)",11
"words: ('SUFFIX_ther',), tags: ('RBR',)",8
"words: ('Length_6-8',), tags: ('RBR',)",79
"words: (), tags: ('VB', 'RBR')",13
"words: (), tags: ('RBR', '.')",23
"words: (), tags: ('RBR', '.', '┬─┬')",23
"words: ('┻━┻', '``'), tags: ('┻━┻', '``')",350
"words: ('┻━┻',), tags: ('┻━┻', '``')",350
"words: ('┻━┻', '┻━┻', '``'), tags: ('┻━┻', '┻━┻', '``')",350
"words: ('┻━┻', '┻━┻'), tags: ('┻━┻', '┻━┻', '``')",350
"words: (), tags: ('┻━┻', '``')",350
"words: (), tags: ('┻━┻', '┻━┻', '``')",350
"words: ('``', 'The'), tags: ('``', 'DT')",56
"words: ('``',), tags: ('``', 'DT')",113
"words: ('┻━┻', '``', 'The'), tags: ('┻━┻', '``', 'DT')",50
"words: ('┻━┻', '``'), tags: ('┻━┻', '``', 'DT')",65
"words: (), tags: ('``', 'DT')",113
"words: (), tags: ('┻━┻', '``', 'DT')",65
"words: ('SUFFIX_it',), tags: ('NN',)",284
"words: ('SUFFIX_fit',), tags: ('NN',)",64
"words: ('SUFFIX_ofit',), tags: ('NN',)",54
"words: ('profit',), tags: ('NN',)",53
"words: ('``', 'The'), tags: ('``', 'DT', 'NN')",27
"words: (), tags: ('``', 'DT', 'NN')",48
"words: ('PREFIX_lock',), tags: ('NN',)",2
"words: ('SUFFIX_in',), tags: ('NN',)",77
"words: ('profit',), tags: ('NN', 'NN')",10
"words: ('PREFIX_defi',), tags: ('RB',)",4
"words: ('SUFFIX_ely',), tags: ('RB',)",183
"words: ('SUFFIX_tely',), tags: ('RB',)",49
"words: (), tags: ('NN', 'VBZ', 'RB')",128
"words: ('PREFIX_g',), tags: ('VBG',)",102
"words: ('PREFIX_go',), tags: ('VBG',)",43
"words: ('PREFIX_goi',), tags: ('VBG',)",39
"words: ('PREFIX_goin',), tags: ('VBG',)",39
"words: ('SUFFIX_oing',), tags: ('VBG',)",58
"words: ('going',), tags: ('VBG',)",39
"words: ('PREFIX_on',), tags: ('RP',)",23
"words: ('SUFFIX_on',), tags: ('RP',)",23
"words: ('on',), tags: ('RP',)",23
"words: ('Length_1-2',), tags: ('RP',)",169
"words: (), tags: ('RP', ',')",10
"words: (), tags: ('VBG', 'RP', ',')",3
"words: (""''"", 'said'), tags: (""''"", 'VBD')",56
"words: (""''"",), tags: (""''"", 'VBD')",66
"words: (',', ""''"", 'said'), tags: (',', ""''"", 'VBD')",55
"words: (',', ""''""), tags: (',', ""''"", 'VBD')",60
"words: (), tags: (""''"", 'VBD')",66
"words: (), tags: (',', ""''"", 'VBD')",60
"words: ('PREFIX_Mr',), tags: ('NNP',)",636
"words: ('PREFIX_Mr.',), tags: ('NNP',)",601
"words: ('SUFFIX_Mr.',), tags: ('NNP',)",601
"words: ('Mr.',), tags: ('NNP',)",601
"words: ('said', 'Mr.'), tags: ('VBD', 'NNP')",16
"words: ('said',), tags: ('VBD', 'NNP')",104
"words: (""''"", 'said', 'Mr.'), tags: (""''"", 'VBD', 'NNP')",9
"words: (""''"", 'said'), tags: (""''"", 'VBD', 'NNP')",46
"words: (), tags: ('VBD', 'NNP')",228
"words: (), tags: (""''"", 'VBD', 'NNP')",49
"words: ('Mr.',), tags: ('NNP', 'NNP')",601
"words: ('said', 'Mr.'), tags: ('VBD', 'NNP', 'NNP')",16
"words: (), tags: ('VBD', 'NNP', 'NNP')",122
"words: ('PREFIX_fir',), tags: ('NN',)",55
"words: ('PREFIX_firm',), tags: ('NN',)",53
"words: ('SUFFIX_rm',), tags: ('NN',)",86
"words: ('SUFFIX_irm',), tags: ('NN',)",55
"words: ('SUFFIX_firm',), tags: ('NN',)",55
"words: ('firm',), tags: ('NN',)",53
"words: ('whose',), tags: ('WP$', 'NN')",11
"words: (',', 'whose'), tags: (',', 'WP$', 'NN')",7
"words: (), tags: ('WP$', 'NN')",11
"words: (), tags: (',', 'WP$', 'NN')",7
"words: ('PREFIX_mana',), tags: ('VBZ',)",4
"words: ('SUFFIX_ges',), tags: ('VBZ',)",20
"words: ('SUFFIX_ages',), tags: ('VBZ',)",5
"words: ('firm',), tags: ('NN', 'VBZ')",8
"words: (), tags: ('WP$', 'NN', 'VBZ')",3
"words: (), tags: ('VBZ', '$')",11
"words: (), tags: ('NN', 'VBZ', '$')",5
"words: (), tags: ('VBZ', '$', 'CD')",11
"words: ('million', 'for'), tags: ('CD', 'IN')",11
"words: (), tags: ('CD', 'IN', 'NNP')",41
"words: ('SUFFIX_o',), tags: ('NNP',)",301
"words: ('SUFFIX_Co',), tags: ('NNP',)",27
"words: ('Co',), tags: ('NNP',)",27
"words: ('Co', '.'), tags: ('NNP', '.')",27
"words: ('Co',), tags: ('NNP', '.')",27
"words: ('Co', '.', '┬─┬'), tags: ('NNP', '.', '┬─┬')",24
"words: ('Co', '.'), tags: ('NNP', '.', '┬─┬')",24
"words: ('PREFIX_T',), tags: ('NN',)",37
"words: ('SUFFIX_oss',), tags: ('NN',)",50
"words: ('SUFFIX_loss',), tags: ('NN',)",48
"words: ('PREFIX_sell',), tags: ('NNS',)",10
"words: ('SUFFIX_lers',), tags: ('NNS',)",50
"words: ('sellers',), tags: ('NNS',)",9
"words: (), tags: ('┻━┻', 'NN', 'NNS')",58
"words: (',', 'those'), tags: (',', 'DT')",7
"words: ('PREFIX_inv',), tags: ('NNS',)",103
"words: ('PREFIX_inve',), tags: ('NNS',)",102
"words: ('investors',), tags: ('NNS',)",79
"words: ('those',), tags: ('DT', 'NNS')",29
"words: (',', 'those'), tags: (',', 'DT', 'NNS')",5
"words: (), tags: (',', 'DT', 'NNS')",61
"words: ('investors', 'who'), tags: ('NNS', 'WP')",6
"words: ('investors',), tags: ('NNS', 'WP')",7
"words: (), tags: ('NNS', 'WP')",50
"words: (), tags: ('DT', 'NNS', 'WP')",6
"words: ('PREFIX_s',), tags: ('VBP',)",157
"words: ('PREFIX_se',), tags: ('VBP',)",29
"words: ('PREFIX_sell',), tags: ('VBP',)",4
"words: ('SUFFIX_sell',), tags: ('VBP',)",4
"words: ('who',), tags: ('WP', 'VBP')",44
"words: ('investors', 'who'), tags: ('NNS', 'WP', 'VBP')",3
"words: (), tags: ('WP', 'VBP')",45
"words: (), tags: ('NNS', 'WP', 'VBP')",26
"words: ('SUFFIX_king',), tags: ('JJ',)",11
"words: (), tags: ('VBP', 'JJ')",146
"words: (), tags: ('WP', 'VBP', 'JJ')",4
"words: (), tags: ('VBP', 'JJ', 'NNS')",35
"words: ('PREFIX_s',), tags: ('IN',)",78
"words: ('so',), tags: ('IN',)",11
"words: ('stocks',), tags: ('NNS', 'IN')",12
"words: ('PREFIX_they',), tags: ('PRP',)",228
"words: ('SUFFIX_y',), tags: ('PRP',)",284
"words: ('SUFFIX_ey',), tags: ('PRP',)",284
"words: ('SUFFIX_hey',), tags: ('PRP',)",284
"words: ('SUFFIX_they',), tags: ('PRP',)",228
"words: ('they',), tags: ('PRP',)",228
"words: ('so',), tags: ('IN', 'PRP')",5
"words: (), tags: ('NNS', 'IN', 'PRP')",37
"words: ('PREFIX_c',), tags: ('MD',)",250
"words: ('PREFIX_ca',), tags: ('MD',)",120
"words: ('PREFIX_can',), tags: ('MD',)",101
"words: ('SUFFIX_n',), tags: ('MD',)",101
"words: ('SUFFIX_an',), tags: ('MD',)",101
"words: ('SUFFIX_can',), tags: ('MD',)",101
"words: ('can',), tags: ('MD',)",101
"words: ('they',), tags: ('PRP', 'MD')",30
"words: ('PREFIX_de',), tags: ('VB',)",74
"words: ('SUFFIX_ct',), tags: ('VB',)",48
"words: ('SUFFIX_duct',), tags: ('VB',)",2
"words: ('can',), tags: ('MD', 'VB')",76
"words: (), tags: ('MD', 'VB', 'PRP$')",37
"words: (), tags: ('VB', 'PRP$', 'NNS')",30
"words: (), tags: ('PRP$', 'NNS', 'IN')",55
"words: ('losses', 'from'), tags: ('NNS', 'IN', 'DT')",3
"words: ('PREFIX_y',), tags: ('NN',)",400
"words: ('PREFIX_ye',), tags: ('NN',)",381
"words: ('PREFIX_yea',), tags: ('NN',)",316
"words: ('PREFIX_year',), tags: ('NN',)",316
"words: ('SUFFIX_ar',), tags: ('NN',)",433
"words: ('SUFFIX_ear',), tags: ('NN',)",335
"words: ('SUFFIX_year',), tags: ('NN',)",315
"words: ('year',), tags: ('NN',)",315
"words: ('this', 'year'), tags: ('DT', 'NN')",65
"words: ('this',), tags: ('DT', 'NN')",213
"words: ('year', ""'s""), tags: ('NN', 'POS')",17
"words: ('year',), tags: ('NN', 'POS')",17
"words: ('this', 'year', ""'s""), tags: ('DT', 'NN', 'POS')",5
"words: ('this', 'year'), tags: ('DT', 'NN', 'POS')",5
"words: ('PREFIX_inc',), tags: ('NN',)",77
"words: ('PREFIX_inco',), tags: ('NN',)",46
"words: ('SUFFIX_ome',), tags: ('NN',)",105
"words: ('SUFFIX_come',), tags: ('NN',)",52
"words: ('income',), tags: ('NN',)",46
"words: (""'s"",), tags: ('POS', 'NN')",452
"words: ('year', ""'s""), tags: ('NN', 'POS', 'NN')",12
"words: (), tags: ('POS', 'NN')",489
"words: (), tags: ('NN', 'POS', 'NN')",153
"words: (), tags: ('POS', 'NN', ',')",58
"words: ('PREFIX_al',), tags: ('RB',)",270
"words: ('PREFIX_als',), tags: ('RB',)",176
"words: ('PREFIX_also',), tags: ('RB',)",176
"words: ('SUFFIX_so',), tags: ('RB',)",248
"words: ('SUFFIX_lso',), tags: ('RB',)",186
"words: ('SUFFIX_also',), tags: ('RB',)",176
"words: ('also',), tags: ('RB',)",176
"words: (',', 'are'), tags: (',', 'VBP', 'RB')",6
"words: (), tags: (',', 'VBP', 'RB')",14
"words: ('PREFIX_ge',), tags: ('VBG',)",31
"words: ('PREFIX_get',), tags: ('VBG',)",28
"words: ('PREFIX_gett',), tags: ('VBG',)",28
"words: ('getting',), tags: ('VBG',)",28
"words: ('also',), tags: ('RB', 'VBG')",7
"words: (), tags: ('VBP', 'RB', 'VBG')",30
"words: (), tags: ('RB', 'VBG', 'RB')",3
"words: (), tags: ('VBG', 'RB', ',')",8
"words: (',', 'Mr.'), tags: (',', 'NNP')",101
"words: (), tags: ('RB', ',', 'NNP')",55
"words: (',', 'Mr.'), tags: (',', 'NNP', 'NNP')",101
"words: (), tags: (',', 'NNP', 'NNP')",333
"words: ('said', '.'), tags: ('VBD', '.')",130
"words: ('said',), tags: ('VBD', '.')",130
"words: (), tags: ('VBD', '.')",168
"words: (), tags: ('NNP', 'VBD', '.')",58
"words: ('said', '.', '┬─┬'), tags: ('VBD', '.', '┬─┬')",127
"words: ('said', '.'), tags: ('VBD', '.', '┬─┬')",127
"words: (), tags: ('VBD', '.', '┬─┬')",165
"words: ('PREFIX_Tha',), tags: ('DT',)",66
"words: ('PREFIX_That',), tags: ('DT',)",66
"words: ('SUFFIX_t',), tags: ('DT',)",203
"words: ('SUFFIX_at',), tags: ('DT',)",203
"words: ('SUFFIX_hat',), tags: ('DT',)",203
"words: ('SUFFIX_That',), tags: ('DT',)",66
"words: ('That',), tags: ('DT',)",66
"words: ('┻━┻', 'That'), tags: ('┻━┻', 'DT')",63
"words: ('┻━┻', '┻━┻', 'That'), tags: ('┻━┻', '┻━┻', 'DT')",63
"words: (""PREFIX_'"",), tags: ('VBZ',)",152
"words: (""PREFIX_'s"",), tags: ('VBZ',)",152
"words: (""SUFFIX_'s"",), tags: ('VBZ',)",152
"words: (""'s"",), tags: ('VBZ',)",152
"words: ('That', ""'s""), tags: ('DT', 'VBZ')",19
"words: ('That',), tags: ('DT', 'VBZ')",33
"words: ('┻━┻', 'That', ""'s""), tags: ('┻━┻', 'DT', 'VBZ')",16
"words: ('┻━┻', 'That'), tags: ('┻━┻', 'DT', 'VBZ')",30
"words: ('Has_pun',), tags: ('VBZ',)",152
"words: (), tags: ('┻━┻', 'DT', 'VBZ')",42
"words: ('PREFIX_h',), tags: ('VBG',)",60
"words: ('PREFIX_help',), tags: ('VBG',)",7
"words: (""'s"",), tags: ('VBZ', 'VBG')",18
"words: (), tags: ('DT', 'VBZ', 'VBG')",3
"words: ('PREFIX_pu',), tags: ('VB',)",40
"words: ('PREFIX_put',), tags: ('VB',)",17
"words: ('SUFFIX_ut',), tags: ('VB',)",34
"words: ('SUFFIX_put',), tags: ('VB',)",17
"words: ('put',), tags: ('VB',)",17
"words: ('SUFFIX_ure',), tags: ('NN',)",119
"words: ('SUFFIX_sure',), tags: ('NN',)",31
"words: ('pressure',), tags: ('NN',)",14
"words: ('pressure', 'on'), tags: ('NN', 'IN')",6
"words: ('pressure',), tags: ('NN', 'IN')",8
"words: (), tags: ('VB', 'NN', 'IN')",61
"words: ('PREFIX_b',), tags: ('DT',)",43
"words: ('PREFIX_bo',), tags: ('DT',)",43
"words: ('PREFIX_bot',), tags: ('DT',)",43
"words: ('PREFIX_both',), tags: ('DT',)",43
"words: ('SUFFIX_th',), tags: ('DT',)",51
"words: ('SUFFIX_oth',), tags: ('DT',)",51
"words: ('SUFFIX_both',), tags: ('DT',)",43
"words: ('both',), tags: ('DT',)",43
"words: (), tags: ('DT', 'DT')",11
"words: (), tags: ('IN', 'DT', 'DT')",6
"words: (), tags: ('DT', 'DT', 'NN')",6
"words: ('market', ""'s""), tags: ('NN', 'POS')",16
"words: ('market',), tags: ('NN', 'POS')",16
"words: ('the', 'market', ""'s""), tags: ('DT', 'NN', 'POS')",10
"words: ('the', 'market'), tags: ('DT', 'NN', 'POS')",10
"words: ('SUFFIX_ners',), tags: ('NNS',)",34
"words: (""'s"",), tags: ('POS', 'NNS')",134
"words: ('market', ""'s""), tags: ('NN', 'POS', 'NNS')",5
"words: (), tags: ('POS', 'NNS')",155
"words: (), tags: ('NN', 'POS', 'NNS')",48
"words: (), tags: ('POS', 'NNS', 'CC')",7
"words: ('and', 'its'), tags: ('CC', 'PRP$')",18
"words: ('and',), tags: ('CC', 'PRP$')",43
"words: (), tags: ('CC', 'PRP$')",50
"words: (), tags: ('NNS', 'CC', 'PRP$')",7
"words: ('SUFFIX_sers',), tags: ('NNS',)",22
"words: ('its',), tags: ('PRP$', 'NNS')",66
"words: ('and', 'its'), tags: ('CC', 'PRP$', 'NNS')",5
"words: (), tags: ('CC', 'PRP$', 'NNS')",13
"words: (), tags: ('PRP$', 'NNS', '.')",35
"words: ('``', 'The'), tags: ('``', 'DT', 'NNS')",10
"words: (), tags: ('``', 'DT', 'NNS')",13
"words: (), tags: ('DT', 'NNS', 'WDT')",11
"words: ('PREFIX_b',), tags: ('VBN',)",344
"words: ('PREFIX_be',), tags: ('VBN',)",242
"words: ('PREFIX_bee',), tags: ('VBN',)",216
"words: ('PREFIX_been',), tags: ('VBN',)",216
"words: ('SUFFIX_n',), tags: ('VBN',)",372
"words: ('SUFFIX_en',), tags: ('VBN',)",304
"words: ('SUFFIX_een',), tags: ('VBN',)",236
"words: ('SUFFIX_been',), tags: ('VBN',)",216
"words: ('been',), tags: ('VBN',)",216
"words: ('have', 'been'), tags: ('VBP', 'VBN')",54
"words: ('that', 'have', 'been'), tags: ('WDT', 'VBP', 'VBN')",3
"words: ('that', 'have'), tags: ('WDT', 'VBP', 'VBN')",6
"words: ('been', 'the'), tags: ('VBN', 'DT')",9
"words: ('been',), tags: ('VBN', 'DT')",21
"words: ('have', 'been'), tags: ('VBP', 'VBN', 'DT')",6
"words: (), tags: ('VBP', 'VBN', 'DT')",31
"words: ('PREFIX_be',), tags: ('JJS',)",23
"words: ('PREFIX_bes',), tags: ('JJS',)",23
"words: ('PREFIX_best',), tags: ('JJS',)",23
"words: ('SUFFIX_best',), tags: ('JJS',)",23
"words: ('best',), tags: ('JJS',)",23
"words: ('the', 'best'), tags: ('DT', 'JJS')",13
"words: ('Length_2-4',), tags: ('JJS',)",81
"words: (), tags: ('JJS', 'VBP')",6
"words: (), tags: ('DT', 'JJS', 'VBP')",4
"words: ('PREFIX_ha',), tags: ('VBG',)",29
"words: ('PREFIX_hav',), tags: ('VBG',)",20
"words: ('PREFIX_havi',), tags: ('VBG',)",20
"words: ('SUFFIX_ving',), tags: ('VBG',)",81
"words: ('having',), tags: ('VBG',)",20
"words: ('PREFIX_bi',), tags: ('JJ',)",82
"words: ('PREFIX_big',), tags: ('JJ',)",69
"words: ('SUFFIX_ig',), tags: ('JJ',)",71
"words: ('SUFFIX_big',), tags: ('JJ',)",67
"words: ('big',), tags: ('JJ',)",67
"words: (), tags: ('VBP', 'VBG', 'JJ')",11
"words: ('PREFIX_pull',), tags: ('NNS',)",3
"words: ('SUFFIX_acks',), tags: ('NNS',)",15
"words: ('big',), tags: ('JJ', 'NNS')",22
"words: (), tags: ('NNS', ',', 'CC')",80
"words: ('PREFIX_ones',), tags: ('NNS',)",4
"words: ('SUFFIX_ones',), tags: ('NNS',)",8
"words: ('and', 'the'), tags: ('CC', 'DT', 'NNS')",13
"words: ('Length_2-4',), tags: ('NNS',)",428
"words: ('PREFIX_wors',), tags: ('JJS',)",5
"words: ('SUFFIX_orst',), tags: ('JJS',)",5
"words: ('Length_4-6',), tags: ('JJS',)",68
"words: ('PREFIX_cl',), tags: ('VBD',)",48
"words: ('PREFIX_clo',), tags: ('VBD',)",35
"words: ('SUFFIX_red',), tags: ('VBD',)",107
"words: ('SUFFIX_ered',), tags: ('VBD',)",34
"words: (), tags: ('VBG', 'VBD')",6
"words: (), tags: ('VBD', ',')",78
"words: (), tags: ('VBD', ',', ""''"")",3
"words: (""''"", 'Mr.'), tags: (""''"", 'NNP')",39
"words: (""''"",), tags: (""''"", 'NNP')",66
"words: (',', ""''"", 'Mr.'), tags: (',', ""''"", 'NNP')",37
"words: (',', ""''""), tags: (',', ""''"", 'NNP')",60
"words: (), tags: (""''"", 'NNP')",66
"words: (), tags: (',', ""''"", 'NNP')",60
"words: (""''"", 'Mr.'), tags: (""''"", 'NNP', 'NNP')",39
"words: (), tags: (""''"", 'NNP', 'NNP')",61
"words: ('PREFIX_ex',), tags: ('VBZ',)",56
"words: ('PREFIX_exp',), tags: ('VBZ',)",48
"words: ('PREFIX_expe',), tags: ('VBZ',)",43
"words: ('SUFFIX_cts',), tags: ('VBZ',)",61
"words: ('SUFFIX_ects',), tags: ('VBZ',)",53
"words: ('expects',), tags: ('VBZ',)",43
"words: ('He',), tags: ('PRP', 'VBZ')",41
"words: ('┻━┻', 'He'), tags: ('┻━┻', 'PRP', 'VBZ')",40
"words: (), tags: ('┻━┻', 'PRP', 'VBZ')",88
"words: ('expects', 'the'), tags: ('VBZ', 'DT')",6
"words: ('expects',), tags: ('VBZ', 'DT')",12
"words: (), tags: ('PRP', 'VBZ', 'DT')",89
"words: ('expects', 'the'), tags: ('VBZ', 'DT', 'NN')",5
"words: ('market', 'to'), tags: ('NN', 'TO')",7
"words: ('market',), tags: ('NN', 'TO')",7
